BuildingNumber_original;BuildingNumber;City;CompetentAuthorityName;CountryName;FacilityID;FacilityName;MainActivityIndicator;MainIAActivityCode;MainIAActivityName;MainIASectorName;MainIASubActivityName;NationalID;PostalCode;ReportingYear;StreetName;Lat;Long;Number of Records;url_1;address_full;url_1_full_csv;Unnamed: 22;addresseid;matrikelnr;ejerlavkode;komkode;ESREjdNr;registreretareal_plot
22;22;Herning;Miljøstyrelsen;Denmark;6293;DANISH CROWN AMBA;True;8.(a);Slaughterhouses;Animal and vegetable products from the food and beverage sector;;1211;7400;2008;Danmarksgade;56,1333735;8,982221252;1;https://dawa.aws.dk/adresser?q=;Danmarksgade 22, 7400 Herning;https://dawa.aws.dk/adresser?q=Danmarksgade 22, 7400 Herning;https://dawa.aws.dk/adresser?q=Danmarksgade 22, 7400 Herning;29948336-6c5a-48d8-9e12-ee0d7db4abd1;419;2007051;0657;18228;26897
22;22;Herning;Miljøstyrelsen;Denmark;6293;DANISH CROWN AMBA;True;8.(a);Slaughterhouses;Animal and vegetable products from the food and beverage sector;;1211;7400;2009;Danmarksgade;56,1333735;8,982221252;1;https://dawa.aws.dk/adresser?q=;Danmarksgade 22, 7400 Herning;https://dawa.aws.dk/adresser?q=Danmarksgade 22, 7400 Herning;https://dawa.aws.dk/adresser?q=Danmarksgade 22, 7400 Herning;29948336-6c5a-48d8-9e12-ee0d7db4abd1;419;2007051;0657;18228;26897
22;22;Herning;Miljøstyrelsen;Denmark;6293;DANISH CROWN AMBA;True;8.(a);Slaughterhouses;Animal and vegetable products from the food and beverage sector;;1211;7400;2010;Danmarksgade;56,1333735;8,982221252;1;https://dawa.aws.dk/adresser?q=;Danmarksgade 22, 7400 Herning;https://dawa.aws.dk/adresser?q=Danmarksgade 22, 7400 Herning;https://dawa.aws.dk/adresser?q=Danmarksgade 22, 7400 Herning;29948336-6c5a-48d8-9e12-ee0d7db4abd1;419;2007051;0657;18228;26897
22;22;Herning;Miljøstyrelsen;Denmark;6293;Danish Crown A/S;True;8.(a);Slaughterhouses;Animal and vegetable products from the food and beverage sector;;1211;7400;2011;Danmarksgade;56,13322068;8,981690375;1;https://dawa.aws.dk/adresser?q=;Danmarksgade 22, 7400 Herning;https://dawa.aws.dk/adresser?q=Danmarksgade 22, 7400 Herning;https://dawa.aws.dk/adresser?q=Danmarksgade 22, 7400 Herning;29948336-6c5a-48d8-9e12-ee0d7db4abd1;419;2007051;0657;18228;26897
22;22;Herning;Miljøstyrelsen;Denmark;6293;Danish Crown A/S;True;8.(a);Slaughterhouses;Animal and vegetable products from the food and beverage sector;;1211;7400;2012;Danmarksgade;56,13322068;8,981690375;1;https://dawa.aws.dk/adresser?q=;Danmarksgade 22, 7400 Herning;https://dawa.aws.dk/adresser?q=Danmarksgade 22, 7400 Herning;https://dawa.aws.dk/adresser?q=Danmarksgade 22, 7400 Herning;29948336-6c5a-48d8-9e12-ee0d7db4abd1;419;2007051;0657;18228;26897
22;22;Herning;Miljøstyrelsen;Denmark;6293;Danish Crown A/S;True;8.(a);Slaughterhouses;Animal and vegetable products from the food and beverage sector;;1211;7400;2013;Danmarksgade;56,13322068;8,981690375;1;https://dawa.aws.dk/adresser?q=;Danmarksgade 22, 7400 Herning;https://dawa.aws.dk/adresser?q=Danmarksgade 22, 7400 Herning;https://dawa.aws.dk/adresser?q=Danmarksgade 22, 7400 Herning;29948336-6c5a-48d8-9e12-ee0d7db4abd1;419;2007051;0657;18228;26897
22;22;Herning;Miljøstyrelsen;Denmark;6293;Danish Crown A/S;True;8.(a);Slaughterhouses;Animal and vegetable products from the food and beverage sector;;1211;7400;2015;Danmarksgade;56,13322068;8,981690375;1;https://dawa.aws.dk/adresser?q=;Danmarksgade 22, 7400 Herning;https://dawa.aws.dk/adresser?q=Danmarksgade 22, 7400 Herning;https://dawa.aws.dk/adresser?q=Danmarksgade 22, 7400 Herning;29948336-6c5a-48d8-9e12-ee0d7db4abd1;419;2007051;0657;18228;26897
22;22;Herning;Miljøstyrelsen;Denmark;6293;Danish Crown A/S;True;8.(a);Slaughterhouses;Animal and vegetable products from the food and beverage sector;;1211;7400;2016;Danmarksgade;56,13322068;8,981690375;1;https://dawa.aws.dk/adresser?q=;Danmarksgade 22, 7400 Herning;https://dawa.aws.dk/adresser?q=Danmarksgade 22, 7400 Herning;https://dawa.aws.dk/adresser?q=Danmarksgade 22, 7400 Herning;29948336-6c5a-48d8-9e12-ee0d7db4abd1;419;2007051;0657;18228;26897
22;22;Herning;miljøstyrelsen;Denmark;6293;Danish Crown A/S;True;8.(a);Slaughterhouses;Animal and vegetable products from the food and beverage sector;;1211;7400;2017;Danmarksgade;56,13322068;8,981690375;1;https://dawa.aws.dk/adresser?q=;Danmarksgade 22, 7400 Herning;https://dawa.aws.dk/adresser?q=Danmarksgade 22, 7400 Herning;https://dawa.aws.dk/adresser?q=Danmarksgade 22, 7400 Herning;29948336-6c5a-48d8-9e12-ee0d7db4abd1;419;2007051;0657;18228;26897
22;22;Ringkøbing;miljøstyrelsen;Denmark;300003;Klaptoft Svineproduktion;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;9901;6950;2017;Nørbæk;56,06406699;8,34080778;1;https://dawa.aws.dk/adresser?q=;Nørbæk 22, 6950 Ringkøbing;https://dawa.aws.dk/adresser?q=Nørbæk 22, 6950 Ringkøbing;https://dawa.aws.dk/adresser?q=Nørbæk 22, 6950 Ringkøbing;0a3f50be-a2bc-32b8-e044-0003ba298018;35a;1181651;0760;21491;133729
22;22;Samsø;Miljøstyrelsen;Denmark;293374;Brattingsborg Gods;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;7146;8305;2015;Vesborgvej;55,78202838;10,55017321;1;https://dawa.aws.dk/adresser?q=;Vesborgvej 22, 8305 Samsø;https://dawa.aws.dk/adresser?q=Vesborgvej 22, 8305 Samsø;https://dawa.aws.dk/adresser?q=Vesborgvej 22, 8305 Samsø;85fcf3f3-06de-4c6f-bd9e-7e0377a05009;8a;200252;0741;2868;224450
22;22;Samsø;miljøstyrelsen;Denmark;293374;Brattingsborg Gods;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;7146;8305;2017;Vesborgvej;55,78202838;10,55017321;1;https://dawa.aws.dk/adresser?q=;Vesborgvej 22, 8305 Samsø;https://dawa.aws.dk/adresser?q=Vesborgvej 22, 8305 Samsø;https://dawa.aws.dk/adresser?q=Vesborgvej 22, 8305 Samsø;85fcf3f3-06de-4c6f-bd9e-7e0377a05009;8a;200252;0741;2868;224450
22;22;Spøttrup;Miljøstyrelsen;Denmark;8629;I/S Gosvig v/J og L Gosvig;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;3055;7860;2008;Gadekæret;56,61055802;8,801730028;1;https://dawa.aws.dk/adresser?q=;Gadekæret 22, 7860 Spøttrup;https://dawa.aws.dk/adresser?q=Gadekæret 22, 7860 Spøttrup;https://dawa.aws.dk/adresser?q=Gadekæret 22, 7860 Spøttrup;0a3f50c5-c635-32b8-e044-0003ba298018;8a;860851;0779;138548;258750
22;22;Vinderup;Miljøstyrelsen / Danish Environmental Protection Agency;Denmark;16775;Kristen-Ole Kristensen;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;7524;7830;2007;Stendisvej;56,42837523;8,795544946;1;https://dawa.aws.dk/adresser?q=;Stendisvej 22, 7830 Vinderup;https://dawa.aws.dk/adresser?q=Stendisvej 22, 7830 Vinderup;https://dawa.aws.dk/adresser?q=Stendisvej 22, 7830 Vinderup;0a3f50bf-4e03-32b8-e044-0003ba298018;35b;1240653;0661;187082;52127
22;22;Vinderup;Miljøstyrelsen;Denmark;16775;Kristen-Ole Kristensen;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;7524;7830;2008;Stendisvej;56,42837523;8,795544946;1;https://dawa.aws.dk/adresser?q=;Stendisvej 22, 7830 Vinderup;https://dawa.aws.dk/adresser?q=Stendisvej 22, 7830 Vinderup;https://dawa.aws.dk/adresser?q=Stendisvej 22, 7830 Vinderup;0a3f50bf-4e03-32b8-e044-0003ba298018;35b;1240653;0661;187082;52127
22;22;Vinderup;Miljøstyrelsen;Denmark;16775;Kristen-Ole Kristensen;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;7524;7830;2009;Stendisvej;56,42837523;8,795544946;1;https://dawa.aws.dk/adresser?q=;Stendisvej 22, 7830 Vinderup;https://dawa.aws.dk/adresser?q=Stendisvej 22, 7830 Vinderup;https://dawa.aws.dk/adresser?q=Stendisvej 22, 7830 Vinderup;0a3f50bf-4e03-32b8-e044-0003ba298018;35b;1240653;0661;187082;52127
22;22;Vinderup;Miljøstyrelsen;Denmark;16775;Kristen-Ole Kristensen;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;7524;7830;2010;Stendisvej;56,42837523;8,795544946;1;https://dawa.aws.dk/adresser?q=;Stendisvej 22, 7830 Vinderup;https://dawa.aws.dk/adresser?q=Stendisvej 22, 7830 Vinderup;https://dawa.aws.dk/adresser?q=Stendisvej 22, 7830 Vinderup;0a3f50bf-4e03-32b8-e044-0003ba298018;35b;1240653;0661;187082;52127
22;22;Vinderup;Miljøstyrelsen;Denmark;16775;Kristen-Ole Kristensen;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;7524;7830;2012;Stendisvej;56,42837523;8,795544946;1;https://dawa.aws.dk/adresser?q=;Stendisvej 22, 7830 Vinderup;https://dawa.aws.dk/adresser?q=Stendisvej 22, 7830 Vinderup;https://dawa.aws.dk/adresser?q=Stendisvej 22, 7830 Vinderup;0a3f50bf-4e03-32b8-e044-0003ba298018;35b;1240653;0661;187082;52127
23;23;Holstebro;Miljøstyrelsen;Denmark;6318;DANISH CROWN AMBA;True;8.(a);Slaughterhouses;Animal and vegetable products from the food and beverage sector;;1217;7500;2009;Vendersgade;56,3668543;8,618570861;1;https://dawa.aws.dk/adresser?q=;Vendersgade 23, 7500 Holstebro;https://dawa.aws.dk/adresser?q=Vendersgade 23, 7500 Holstebro;https://dawa.aws.dk/adresser?q=Vendersgade 23, 7500 Holstebro;0;0;0;0;0;0
23;23;Ribe;Miljøstyrelsen / Danish Environmental Protection Agency;Denmark;16879;LandbrugKlaus Gotthardsen;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;9176;6760;2007;Hjortvadvej;55,38978675;8,932009306;1;https://dawa.aws.dk/adresser?q=;Hjortvadvej 23, 6760 Ribe;https://dawa.aws.dk/adresser?q=Hjortvadvej 23, 6760 Ribe;https://dawa.aws.dk/adresser?q=Hjortvadvej 23, 6760 Ribe;0a3f50b9-c3e2-32b8-e044-0003ba298018;11;1300353;0561;313403;164171
23;23;Vojens;Miljøstyrelsen / Danish Environmental Protection Agency;Denmark;16572;Danish Crown AMBA - Vojens;True;8.(a);Slaughterhouses;Animal and vegetable products from the food and beverage sector;;1203;6500;2007;Trekanten;55,25138045;9,305830591;1;https://dawa.aws.dk/adresser?q=;Trekanten 23, 6500 Vojens;https://dawa.aws.dk/adresser?q=Trekanten 23, 6500 Vojens;https://dawa.aws.dk/adresser?q=Trekanten 23, 6500 Vojens;ae1f5ebd-f5f6-4361-860d-ef83543a4605;2667;1431151;0510;24920;10013
24;24;Holstebro;Miljøstyrelsen / Danish Environmental Protection Agency;Denmark;9374;Arla Foods Amba Holstebro mejeri;True;8.(c);Treatment and processing of milk;Animal and vegetable products from the food and beverage sector;;416;7500;2007;Hjermvej;56,38106049;8,622072514;1;https://dawa.aws.dk/adresser?q=;Hjermvej 24, 7500 Holstebro;https://dawa.aws.dk/adresser?q=Hjermvej 24, 7500 Holstebro;https://dawa.aws.dk/adresser?q=Hjermvej 24, 7500 Holstebro;bc658a25-26b4-4aad-979e-72bae3d3f58a;10m;2007161;0661;26898;100328
24;24;Holstebro;Miljøstyrelsen;Denmark;9374;Arla Foods Amba Holstebro mejeri;True;8.(c);Treatment and processing of milk;Animal and vegetable products from the food and beverage sector;;416;7500;2008;Hjermvej;56,38106049;8,622072514;1;https://dawa.aws.dk/adresser?q=;Hjermvej 24, 7500 Holstebro;https://dawa.aws.dk/adresser?q=Hjermvej 24, 7500 Holstebro;https://dawa.aws.dk/adresser?q=Hjermvej 24, 7500 Holstebro;bc658a25-26b4-4aad-979e-72bae3d3f58a;10m;2007161;0661;26898;100328
24;24;Holstebro;Miljøstyrelsen;Denmark;9374;Arla Foods Amba Holstebro mejeri;True;8.(c);Treatment and processing of milk;Animal and vegetable products from the food and beverage sector;;416;7500;2009;Hjermvej;56,38106049;8,622072514;1;https://dawa.aws.dk/adresser?q=;Hjermvej 24, 7500 Holstebro;https://dawa.aws.dk/adresser?q=Hjermvej 24, 7500 Holstebro;https://dawa.aws.dk/adresser?q=Hjermvej 24, 7500 Holstebro;bc658a25-26b4-4aad-979e-72bae3d3f58a;10m;2007161;0661;26898;100328
24;24;Holstebro;Miljøstyrelsen;Denmark;9374;Arla Foods Amba Holstebro mejeri;True;8.(c);Treatment and processing of milk;Animal and vegetable products from the food and beverage sector;;416;7500;2010;Hjermvej;56,38106049;8,622072514;1;https://dawa.aws.dk/adresser?q=;Hjermvej 24, 7500 Holstebro;https://dawa.aws.dk/adresser?q=Hjermvej 24, 7500 Holstebro;https://dawa.aws.dk/adresser?q=Hjermvej 24, 7500 Holstebro;bc658a25-26b4-4aad-979e-72bae3d3f58a;10m;2007161;0661;26898;100328
24;24;Holstebro;Miljøstyrelsen;Denmark;9374;Arla Foods Amba Holstebro mejeri;True;8.(c);Treatment and processing of milk;Animal and vegetable products from the food and beverage sector;;416;7500;2011;Hjermvej;56,38197978;8,623018867;1;https://dawa.aws.dk/adresser?q=;Hjermvej 24, 7500 Holstebro;https://dawa.aws.dk/adresser?q=Hjermvej 24, 7500 Holstebro;https://dawa.aws.dk/adresser?q=Hjermvej 24, 7500 Holstebro;bc658a25-26b4-4aad-979e-72bae3d3f58a;10m;2007161;0661;26898;100328
24;24;Holstebro;Miljøstyrelsen;Denmark;9374;Arla Foods Amba Holstebro mejeri;True;8.(c);Treatment and processing of milk;Animal and vegetable products from the food and beverage sector;;416;7500;2012;Hjermvej;56,38197978;8,623018867;1;https://dawa.aws.dk/adresser?q=;Hjermvej 24, 7500 Holstebro;https://dawa.aws.dk/adresser?q=Hjermvej 24, 7500 Holstebro;https://dawa.aws.dk/adresser?q=Hjermvej 24, 7500 Holstebro;bc658a25-26b4-4aad-979e-72bae3d3f58a;10m;2007161;0661;26898;100328
24;24;Holstebro;Miljøstyrelsen;Denmark;9374;Arla Foods Amba Holstebro mejeri;True;8.(c);Treatment and processing of milk;Animal and vegetable products from the food and beverage sector;;416;7500;2013;Hjermvej;56,38197978;8,623018867;1;https://dawa.aws.dk/adresser?q=;Hjermvej 24, 7500 Holstebro;https://dawa.aws.dk/adresser?q=Hjermvej 24, 7500 Holstebro;https://dawa.aws.dk/adresser?q=Hjermvej 24, 7500 Holstebro;bc658a25-26b4-4aad-979e-72bae3d3f58a;10m;2007161;0661;26898;100328
24;24;Holstebro;Miljøstyrelsen;Denmark;9374;Arla Foods Amba Holstebro mejeri;True;8.(c);Treatment and processing of milk;Animal and vegetable products from the food and beverage sector;;416;7500;2014;Hjermvej;56,38197978;8,623018867;1;https://dawa.aws.dk/adresser?q=;Hjermvej 24, 7500 Holstebro;https://dawa.aws.dk/adresser?q=Hjermvej 24, 7500 Holstebro;https://dawa.aws.dk/adresser?q=Hjermvej 24, 7500 Holstebro;bc658a25-26b4-4aad-979e-72bae3d3f58a;10m;2007161;0661;26898;100328
24;24;Holstebro;Miljøstyrelsen;Denmark;9374;Arla Foods Amba Holstebro mejeri;True;8.(c);Treatment and processing of milk;Animal and vegetable products from the food and beverage sector;;416;7500;2015;Hjermvej;56,38197978;8,623018867;1;https://dawa.aws.dk/adresser?q=;Hjermvej 24, 7500 Holstebro;https://dawa.aws.dk/adresser?q=Hjermvej 24, 7500 Holstebro;https://dawa.aws.dk/adresser?q=Hjermvej 24, 7500 Holstebro;bc658a25-26b4-4aad-979e-72bae3d3f58a;10m;2007161;0661;26898;100328
24;24;Holstebro;Miljøstyrelsen;Denmark;9374;Arla Foods Amba Holstebro mejeri;True;8.(c);Treatment and processing of milk;Animal and vegetable products from the food and beverage sector;;416;7500;2016;Hjermvej;56,38197978;8,623018867;1;https://dawa.aws.dk/adresser?q=;Hjermvej 24, 7500 Holstebro;https://dawa.aws.dk/adresser?q=Hjermvej 24, 7500 Holstebro;https://dawa.aws.dk/adresser?q=Hjermvej 24, 7500 Holstebro;bc658a25-26b4-4aad-979e-72bae3d3f58a;10m;2007161;0661;26898;100328
24;24;Holstebro;miljøstyrelsen;Denmark;9374;Arla Foods Amba Holstebro mejeri;True;8.(c);Treatment and processing of milk;Animal and vegetable products from the food and beverage sector;;416;7500;2017;Hjermvej;56,38197978;8,623018867;1;https://dawa.aws.dk/adresser?q=;Hjermvej 24, 7500 Holstebro;https://dawa.aws.dk/adresser?q=Hjermvej 24, 7500 Holstebro;https://dawa.aws.dk/adresser?q=Hjermvej 24, 7500 Holstebro;bc658a25-26b4-4aad-979e-72bae3d3f58a;10m;2007161;0661;26898;100328
24;24;Randers;Miljøstyrelsen;Denmark;123983;Carsten og Allan Johnsen;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;8545;8900;2009;Højmarken;56,46720891;9,77521486;1;https://dawa.aws.dk/adresser?q=;Højmarken 24, 8900 Randers;https://dawa.aws.dk/adresser?q=Højmarken 24, 8900 Randers;https://dawa.aws.dk/adresser?q=Højmarken 24, 8900 Randers;0;0;0;0;0;0
24;24;Rønne;Miljøstyrelsen / Danish Environmental Protection Agency;Denmark;16832;Christian Koefoed Bjørnegård;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;9042;3700;2007;Kirkebyvej;55,1466813;14,75497981;1;https://dawa.aws.dk/adresser?q=;Kirkebyvej 24, 3700 Rønne;https://dawa.aws.dk/adresser?q=Kirkebyvej 24, 3700 Rønne;https://dawa.aws.dk/adresser?q=Kirkebyvej 24, 3700 Rønne;0a3f50b1-f831-32b8-e044-0003ba298018;44a;1370251;0400;71225;396551
24;24;Rønne;Miljøstyrelsen;Denmark;16832;Christian Koefoed Bjørnegård;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;9042;3700;2008;Kirkebyvej;55,1466813;14,75497981;1;https://dawa.aws.dk/adresser?q=;Kirkebyvej 24, 3700 Rønne;https://dawa.aws.dk/adresser?q=Kirkebyvej 24, 3700 Rønne;https://dawa.aws.dk/adresser?q=Kirkebyvej 24, 3700 Rønne;0a3f50b1-f831-32b8-e044-0003ba298018;44a;1370251;0400;71225;396551
24;24;Videbæk;Miljøstyrelsen;Denmark;66847;Arla Foods amba Nr. Vium Mejeri;True;8.(c);Treatment and processing of milk;Animal and vegetable products from the food and beverage sector;;404;6920;2008;Sønderupvej;56,04981417;8,666305102;1;https://dawa.aws.dk/adresser?q=;Sønderupvej 24, 6920 Videbæk;https://dawa.aws.dk/adresser?q=Sønderupvej 24, 6920 Videbæk;https://dawa.aws.dk/adresser?q=Sønderupvej 24, 6920 Videbæk;4b437de3-d034-4263-b25b-c5af1b28794b;1ad;1211156;0760;34794;141111
24;24;Videbæk;Miljøstyrelsen;Denmark;66847;Arla Foods amba Nr. Vium Mejeri;True;8.(c);Treatment and processing of milk;Animal and vegetable products from the food and beverage sector;;404;6920;2009;Sønderupvej;56,04981417;8,666305102;1;https://dawa.aws.dk/adresser?q=;Sønderupvej 24, 6920 Videbæk;https://dawa.aws.dk/adresser?q=Sønderupvej 24, 6920 Videbæk;https://dawa.aws.dk/adresser?q=Sønderupvej 24, 6920 Videbæk;4b437de3-d034-4263-b25b-c5af1b28794b;1ad;1211156;0760;34794;141111
24;24;Videbæk;Miljøstyrelsen;Denmark;66847;Arla Foods amba Nr. Vium Mejeri;True;8.(c);Treatment and processing of milk;Animal and vegetable products from the food and beverage sector;;404;6920;2010;Sønderupvej;56,04981417;8,666305102;1;https://dawa.aws.dk/adresser?q=;Sønderupvej 24, 6920 Videbæk;https://dawa.aws.dk/adresser?q=Sønderupvej 24, 6920 Videbæk;https://dawa.aws.dk/adresser?q=Sønderupvej 24, 6920 Videbæk;4b437de3-d034-4263-b25b-c5af1b28794b;1ad;1211156;0760;34794;141111
24;24;Videbæk;Miljøstyrelsen;Denmark;66847;Arla Foods amba Nr. Vium Mejeri;True;8.(c);Treatment and processing of milk;Animal and vegetable products from the food and beverage sector;;404;6920;2011;Sønderupvej;56,04965345;8,663368497;1;https://dawa.aws.dk/adresser?q=;Sønderupvej 24, 6920 Videbæk;https://dawa.aws.dk/adresser?q=Sønderupvej 24, 6920 Videbæk;https://dawa.aws.dk/adresser?q=Sønderupvej 24, 6920 Videbæk;4b437de3-d034-4263-b25b-c5af1b28794b;1ad;1211156;0760;34794;141111
24;24;Videbæk;Miljøstyrelsen;Denmark;66847;Arla Foods amba Nr. Vium Mejeri;True;8.(c);Treatment and processing of milk;Animal and vegetable products from the food and beverage sector;;404;6920;2012;Sønderupvej;56,04965345;8,663368497;1;https://dawa.aws.dk/adresser?q=;Sønderupvej 24, 6920 Videbæk;https://dawa.aws.dk/adresser?q=Sønderupvej 24, 6920 Videbæk;https://dawa.aws.dk/adresser?q=Sønderupvej 24, 6920 Videbæk;4b437de3-d034-4263-b25b-c5af1b28794b;1ad;1211156;0760;34794;141111
24;24;Videbæk;Miljøstyrelsen;Denmark;66847;Arla Foods amba Nr. Vium Mejeri;True;8.(c);Treatment and processing of milk;Animal and vegetable products from the food and beverage sector;;404;6920;2013;Sønderupvej;56,04965345;8,663368497;1;https://dawa.aws.dk/adresser?q=;Sønderupvej 24, 6920 Videbæk;https://dawa.aws.dk/adresser?q=Sønderupvej 24, 6920 Videbæk;https://dawa.aws.dk/adresser?q=Sønderupvej 24, 6920 Videbæk;4b437de3-d034-4263-b25b-c5af1b28794b;1ad;1211156;0760;34794;141111
24;24;Videbæk;Miljøstyrelsen;Denmark;66847;Arla Foods amba Nr. Vium Mejeri;True;8.(c);Treatment and processing of milk;Animal and vegetable products from the food and beverage sector;;404;6920;2014;Sønderupvej;56,04965345;8,663368497;1;https://dawa.aws.dk/adresser?q=;Sønderupvej 24, 6920 Videbæk;https://dawa.aws.dk/adresser?q=Sønderupvej 24, 6920 Videbæk;https://dawa.aws.dk/adresser?q=Sønderupvej 24, 6920 Videbæk;4b437de3-d034-4263-b25b-c5af1b28794b;1ad;1211156;0760;34794;141111
24;24;Videbæk;Miljøstyrelsen;Denmark;66847;Arla Foods amba Nr. Vium Mejeri;True;8.(c);Treatment and processing of milk;Animal and vegetable products from the food and beverage sector;;404;6920;2016;Sønderupvej;56,04965345;8,663368497;1;https://dawa.aws.dk/adresser?q=;Sønderupvej 24, 6920 Videbæk;https://dawa.aws.dk/adresser?q=Sønderupvej 24, 6920 Videbæk;https://dawa.aws.dk/adresser?q=Sønderupvej 24, 6920 Videbæk;4b437de3-d034-4263-b25b-c5af1b28794b;1ad;1211156;0760;34794;141111
25;25;Grindsted;Miljøstyrelsen / Danish Environmental Protection Agency;Denmark;237666;Jægergården Landbrug Aps;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;9207;7200;2007;Lundhedevej;55,64522884;9,183911476;1;https://dawa.aws.dk/adresser?q=;Lundhedevej 25, 7200 Grindsted;https://dawa.aws.dk/adresser?q=Lundhedevej 25, 7200 Grindsted;https://dawa.aws.dk/adresser?q=Lundhedevej 25, 7200 Grindsted;0;0;0;0;0;0
25;25;Løgstør;Miljøstyrelsen / Danish Environmental Protection Agency;Denmark;9457;Landmand Mark Rokkedal;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;4268;9670;2007;Mersvej;56,98940559;9,336657639;1;https://dawa.aws.dk/adresser?q=;Mersvej 25, 9670 Løgstør;https://dawa.aws.dk/adresser?q=Mersvej 25, 9670 Løgstør;https://dawa.aws.dk/adresser?q=Mersvej 25, 9670 Løgstør;0a3f50c8-8c29-32b8-e044-0003ba298018;25a;660851;0820;6336;116469
25;25;Løgstør;Miljøstyrelsen;Denmark;209597;Mark Rokkedal;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;9743;9670;2011;Mersvej;56,98940554;9,336674095;1;https://dawa.aws.dk/adresser?q=;Mersvej 25, 9670 Løgstør;https://dawa.aws.dk/adresser?q=Mersvej 25, 9670 Løgstør;https://dawa.aws.dk/adresser?q=Mersvej 25, 9670 Løgstør;0a3f50c8-8c29-32b8-e044-0003ba298018;25a;660851;0820;6336;116469
25;25;Løgstør;Miljøstyrelsen;Denmark;209597;Mark Rokkedal;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;9743;9670;2012;Mersvej;56,98940554;9,336674095;1;https://dawa.aws.dk/adresser?q=;Mersvej 25, 9670 Løgstør;https://dawa.aws.dk/adresser?q=Mersvej 25, 9670 Løgstør;https://dawa.aws.dk/adresser?q=Mersvej 25, 9670 Løgstør;0a3f50c8-8c29-32b8-e044-0003ba298018;25a;660851;0820;6336;116469
25;25;Løgstør;Miljøstyrelsen;Denmark;209597;Mark Rokkedal;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;9743;9670;2013;Mersvej;56,98940554;9,336674095;1;https://dawa.aws.dk/adresser?q=;Mersvej 25, 9670 Løgstør;https://dawa.aws.dk/adresser?q=Mersvej 25, 9670 Løgstør;https://dawa.aws.dk/adresser?q=Mersvej 25, 9670 Løgstør;0a3f50c8-8c29-32b8-e044-0003ba298018;25a;660851;0820;6336;116469
25;25;Løgstør;Miljøstyrelsen;Denmark;209597;Rokkedahl Landbrug A/S;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;9743;9670;2015;Mersvej;56,98940554;9,336674095;1;https://dawa.aws.dk/adresser?q=;Mersvej 25, 9670 Løgstør;https://dawa.aws.dk/adresser?q=Mersvej 25, 9670 Løgstør;https://dawa.aws.dk/adresser?q=Mersvej 25, 9670 Løgstør;0a3f50c8-8c29-32b8-e044-0003ba298018;25a;660851;0820;6336;116469
25;25;Løgstør;Miljøstyrelsen;Denmark;209597;Rokkedahl Landbrug A/S;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;9743;9670;2016;Mersvej;56,98940554;9,336674095;1;https://dawa.aws.dk/adresser?q=;Mersvej 25, 9670 Løgstør;https://dawa.aws.dk/adresser?q=Mersvej 25, 9670 Løgstør;https://dawa.aws.dk/adresser?q=Mersvej 25, 9670 Løgstør;0a3f50c8-8c29-32b8-e044-0003ba298018;25a;660851;0820;6336;116469
25;25;Løgstør;miljøstyrelsen;Denmark;209597;Rokkedahl Landbrug A/S;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;9743;9670;2017;Mersvej;56,98940554;9,336674095;1;https://dawa.aws.dk/adresser?q=;Mersvej 25, 9670 Løgstør;https://dawa.aws.dk/adresser?q=Mersvej 25, 9670 Løgstør;https://dawa.aws.dk/adresser?q=Mersvej 25, 9670 Løgstør;0a3f50c8-8c29-32b8-e044-0003ba298018;25a;660851;0820;6336;116469
